id,Label
1.607011133583409e+18,Sadness
1.607792568980447e+18,Sadness
1.644234310252102e+18,Happiness
1.606954169620959e+18,Anger
1.610258103982854e+18,Anger
1.6230638110865e+18,Surprise
1.616041180617232e+18,Surprise
1.60926162266037e+18,Happiness
1.643337535261639e+18,Surprise
1.635086244014334e+18,Happiness
1.620331880628494e+18,Fear
1.618561129034437e+18,Anger
1.644480607718715e+18,Happiness
1.606886120897524e+18,Sadness
1.607456459708678e+18,Anger
1.630141126945415e+18,Surprise
1.578589812764074e+18,Sadness
1.617589702948684e+18,Disgust
1.606285208076308e+18,Sadness
1.619444409824874e+18,Surprise
1.644556818251751e+18,Sadness
1.644432085635985e+18,Sadness
1.618448118403457e+18,Fear
1.656379094081077e+18,Happiness
1.607945042777235e+18,Fear
1.609464070369083e+18,Happiness
1.615373265597522e+18,Anger
1.609247749178032e+18,Sadness
1.605901305649791e+18,Happiness
1.605715270747787e+18,Fear
1.645057049372271e+18,Surprise
1.614986509416792e+18,Anger
1.606967119307997e+18,Surprise
1.644421059486138e+18,Surprise
1.65016913211605e+18,Happiness
1.610982070569898e+18,Happiness
1.606542566815515e+18,Sadness
1.608182884950483e+18,Happiness
1.606492304621142e+18,Sadness
1.606215819280761e+18,Happiness
1.61285518007203e+18,Sadness
1.611690957531132e+18,Sadness
1.644743125640831e+18,Anger
1.631552604412215e+18,Surprise
1.600716969191231e+18,Sadness
1.634154504907047e+18,Happiness
1.606356578059268e+18,Anger
1.606287867428348e+18,Sadness
1.606908481654628e+18,Anger
1.632457784477221e+18,Happiness
1.610332328022213e+18,Disgust
1.653317665820221e+18,Anger
1.617597237898449e+18,Sadness
1.606964791477957e+18,Anger
1.606834260995969e+18,Anger
1.608591993030218e+18,Anger
1.608826304547402e+18,Anger
1.614506909163491e+18,Anger
1.616424337279435e+18,Sadness
1.616717322202518e+18,Sadness
1.637568543943463e+18,Sadness
1.644473448524046e+18,Sadness
1.632375399568097e+18,Sadness
1.608024254393745e+18,Happiness
1.607980218417041e+18,Surprise
1.614706035792482e+18,Surprise
1.626005461102125e+18,Anger
1.616425156007678e+18,Surprise
1.623852204460319e+18,Surprise
1.630945311483986e+18,Surprise
1.605490145221759e+18,Surprise
1.609982758692049e+18,Surprise
1.609391211458236e+18,Surprise
1.635551518567936e+18,Happiness
1.632708298498806e+18,Surprise
1.605567752340615e+18,Anger
1.60906997801103e+18,Fear
1.612461149798425e+18,Sadness
1.578637274786726e+18,Fear
1.619381872601215e+18,Other
1.616887979745624e+18,Surprise
1.646116073987506e+18,Sadness
1.576784902694978e+18,Surprise
1.580897635673682e+18,Sadness
1.613755387215512e+18,Fear
1.607450568464925e+18,Surprise
1.607674661252342e+18,Surprise
1.607096131649163e+18,Surprise
1.606775405079593e+18,Surprise
1.607446711370408e+18,Surprise
1.61098219695686e+18,Surprise
1.646271718363738e+18,Happiness
1.639078904723026e+18,Sadness
1.630101378281374e+18,Anger
1.610675432151712e+18,Sadness
1.614379201230172e+18,Sadness
1.606437679717138e+18,Sadness
1.607747566795633e+18,Fear
1.60722360875706e+18,Fear
1.608508760359637e+18,Fear
1.623126509970985e+18,Happiness
1.644469820123955e+18,Happiness
1.606879079093121e+18,Surprise
1.607133534438978e+18,Anger
1.606679557582356e+18,Sadness
1.60707558023066e+18,Surprise
1.606016320985715e+18,Happiness
1.607105525736514e+18,Surprise
1.644481868006322e+18,Surprise
1.613162546860642e+18,Surprise
1.606383577767285e+18,Sadness
1.576657717308969e+18,Fear
1.577116745248432e+18,Surprise
1.60734457359174e+18,Surprise
1.608312766493753e+18,Sadness
1.576223416658457e+18,Surprise
1.606090651442901e+18,Sadness
1.644628638027899e+18,Anger
1.644742414664454e+18,Anger
1.616378816326439e+18,Anger
1.612562328897335e+18,Sadness
1.607328329706902e+18,Sadness
1.621113129978704e+18,Happiness
1.638167838862e+18,Sadness
1.607241737243693e+18,Sadness
1.606626683507069e+18,Surprise
1.60671392940476e+18,Sadness
1.605956264227324e+18,Surprise
1.617028393069076e+18,Sadness
1.610839381685998e+18,Happiness
1.644412813698376e+18,Sadness
1.61915991496185e+18,Happiness
1.651694123127132e+18,Fear
1.615053407135343e+18,Fear
1.611723984101597e+18,Fear
1.612088281570906e+18,Sadness
1.611555422208668e+18,Sadness
1.589199748749136e+18,Anger
1.607441343567262e+18,Fear
1.611693127655633e+18,Fear
1.617919631595041e+18,Anger
1.645541011265815e+18,Happiness
1.644457442644746e+18,Happiness
1.612054772428718e+18,Sadness
1.614366564769309e+18,Fear
1.622820309433819e+18,Sadness
1.608759659317559e+18,Surprise
1.61155712412722e+18,Surprise
1.607568641750344e+18,Surprise
1.607324897428005e+18,Surprise
1.607469038971806e+18,Anger
1.607743598291739e+18,Surprise
1.613820412344893e+18,Surprise
1.617778712124195e+18,Anger
1.580041795169575e+18,Sadness
1.57867754140534e+18,Surprise
1.591479154620633e+18,Sadness
1.598020487728484e+18,Happiness
1.609203673909035e+18,Surprise
1.614529466788897e+18,Anger
1.605893158704976e+18,Sadness
1.624375175474209e+18,Surprise
1.60700948095658e+18,Surprise
1.612967910011544e+18,Anger
1.577361915080315e+18,Happiness
1.591712461681558e+18,Happiness
1.654032341449286e+18,Sadness
1.60618861105698e+18,Surprise
1.592130708826653e+18,Happiness
1.606091353548431e+18,Anger
1.6411196114072e+18,Happiness
1.616511767894712e+18,Surprise
1.606047354796261e+18,Happiness
1.650877127170949e+18,Sadness
1.615049365659288e+18,Sadness
1.606307869019689e+18,Surprise
1.606983874495582e+18,Anger
1.605650586086478e+18,Sadness
1.619632516650107e+18,Surprise
1.637467658789569e+18,Surprise
1.614373339111494e+18,Sadness
1.619626802254864e+18,Sadness
1.609223073668149e+18,Other
1.608774530302108e+18,Surprise
1.602996987690902e+18,Sadness
1.612295527181189e+18,Sadness
1.612334336644088e+18,Happiness
1.587231112534729e+18,Surprise
1.606938089125028e+18,Surprise
1.633578732639367e+18,Happiness
1.605719316573213e+18,Surprise
1.622236777749643e+18,Anger
1.608023794580599e+18,Disgust
1.619024495121138e+18,Surprise
1.598384372889125e+18,Anger
1.589547482006327e+18,Surprise
1.580701901620154e+18,Anger
1.608226791558111e+18,Sadness
1.607972145396879e+18,Sadness
1.607253086556533e+18,Happiness
1.605557551226986e+18,Surprise
1.607827125150847e+18,Surprise
1.605615221703209e+18,Surprise
1.60722135069927e+18,Sadness
1.608796694455685e+18,Anger
1.608914707313988e+18,Anger
1.614302037793018e+18,Sadness
1.60629941555531e+18,Surprise
1.610935599837635e+18,Anger
1.605784426754896e+18,Anger
1.606643301746151e+18,Anger
1.608836530738692e+18,Anger
1.614657487810007e+18,Sadness
1.607356500078653e+18,Anger
1.644463960035406e+18,Anger
1.621782610065199e+18,Disgust
1.615825722228056e+18,Surprise
1.605971411897618e+18,Anger
1.610526978435699e+18,Surprise
1.576785529127207e+18,Sadness
1.577270163887378e+18,Sadness
1.612174504624591e+18,Happiness
1.577583165282996e+18,Sadness
1.607036728807653e+18,Anger
1.615727170533442e+18,Fear
1.62306328782166e+18,Sadness
1.605420234059534e+18,Surprise
1.639137954844254e+18,Sadness
1.606663204176028e+18,Anger
1.648189797809234e+18,Surprise
1.61895236257989e+18,Happiness
1.661057647787885e+18,Anger
1.644482143983215e+18,Anger
1.608173644034736e+18,Anger
1.640785682820899e+18,Anger
1.612570388705288e+18,Sadness
1.606700491639263e+18,Happiness
1.591193547369325e+18,Happiness
1.608425890232537e+18,Sadness
1.608128448459084e+18,Sadness
1.644847819155554e+18,Sadness
1.644385647325479e+18,Sadness
1.606296287938114e+18,Happiness
1.616425169873928e+18,Sadness
1.60685126160479e+18,Sadness
1.644776810578625e+18,Sadness
1.611437696177607e+18,Happiness
1.607131821682065e+18,Sadness
1.606659245377724e+18,Happiness
1.616917305614832e+18,Sadness
1.619444580545606e+18,Sadness
1.644743448652571e+18,Sadness
1.57398685891217e+18,Fear
1.577430833421767e+18,Other
1.623623571762184e+18,Sadness
1.606825162128638e+18,Happiness
1.606356010708238e+18,Sadness
1.606315672237064e+18,Anger
1.607290956121883e+18,Surprise
1.629610726578086e+18,Surprise
1.60694224236671e+18,Anger
1.606483807762526e+18,Anger
1.606717466062774e+18,Sadness
1.613229711093555e+18,Sadness
1.6075251827253e+18,Anger
1.606196964541927e+18,Happiness
1.606529183521411e+18,Happiness
1.605922128511001e+18,Anger
1.625666585972339e+18,Happiness
1.619394852348916e+18,Sadness
1.611507206633181e+18,Anger
1.608800831025074e+18,Anger
1.608165492937597e+18,Happiness
1.609646382201319e+18,Sadness
1.605669417630568e+18,Anger
1.620032176095105e+18,Fear
1.625961804659847e+18,Surprise
1.661144704078197e+18,Happiness
1.576631630805885e+18,Surprise
1.609540831190606e+18,Anger
1.60703124297286e+18,Happiness
1.635215215951495e+18,Sadness
1.605670493280825e+18,Surprise
1.616208459690611e+18,Sadness
1.611114774749643e+18,Anger
1.6312954075851e+18,Sadness
1.578001225274065e+18,Sadness
1.606321957514813e+18,Happiness
1.587225100830622e+18,Anger
1.6151366488489e+18,Anger
1.633440769225765e+18,Surprise
1.609847333059203e+18,Anger
1.621875986710118e+18,Sadness
1.62857169339537e+18,Happiness
1.624678156799181e+18,Sadness
1.630282528006308e+18,Sadness
1.631649380163006e+18,Sadness
1.624383340131545e+18,Anger
1.629370885441466e+18,Anger
1.613262657246601e+18,Happiness
1.618244705585877e+18,Sadness
1.631552946281525e+18,Surprise
1.625952811014885e+18,Sadness
1.612177419154387e+18,Surprise
1.617095708728861e+18,Surprise
1.609260057371222e+18,Surprise
1.618221957232882e+18,Surprise
1.643371750166544e+18,Surprise
1.649550056691839e+18,Happiness
1.614758917791273e+18,Sadness
1.607036761871454e+18,Sadness
1.621875865234571e+18,Anger
1.589412369796678e+18,Surprise
1.606158485430813e+18,Sadness
1.644613721635922e+18,Happiness
1.606965058755777e+18,Happiness
1.644764661244477e+18,Happiness
1.605809423208907e+18,Happiness
1.60591915890602e+18,Happiness
1.618196282992112e+18,Surprise
1.612481177973031e+18,Disgust
1.630852981091631e+18,Anger
1.579022423361749e+18,Happiness
1.611403525946221e+18,Happiness
1.606573952075444e+18,Happiness
1.615040711962788e+18,Happiness
1.612509457807729e+18,Happiness
1.622438364132815e+18,Happiness
1.63929155183362e+18,Happiness
1.644698082100097e+18,Happiness
1.649630663245529e+18,Happiness
1.609284644125704e+18,Happiness
1.593918011106361e+18,Happiness
1.62355541093768e+18,Happiness
1.661371787207164e+18,Happiness
1.611457655138025e+18,Happiness
1.619796909853655e+18,Happiness
1.615925808593527e+18,Happiness
1.616425140123754e+18,Happiness
1.660495179550212e+18,Happiness
1.616454917258097e+18,Happiness
1.620439056365789e+18,Happiness
1.654567391177634e+18,Happiness
1.61569260851234e+18,Happiness
1.621113221255143e+18,Happiness
1.643670408309219e+18,Happiness
1.634442391137419e+18,Happiness
1.617965997880914e+18,Happiness
1.616887556846813e+18,Happiness
1.606648078253031e+18,Happiness
1.616887101491929e+18,Happiness
1.619254963875754e+18,Surprise
1.607932597195407e+18,Sadness
1.610615172833448e+18,Happiness
1.612699815217103e+18,Sadness
1.580546601885393e+18,Happiness
1.606398063177867e+18,Sadness
1.611175506858381e+18,Happiness
1.607464211973644e+18,Anger
1.61326156295297e+18,Happiness
1.616858685732717e+18,Sadness
1.638907236994154e+18,Happiness
1.60875722377334e+18,Happiness
1.606038323092263e+18,Happiness
1.622784400969851e+18,Happiness
1.637811832072073e+18,Sadness
1.661320039750939e+18,Surprise
1.642175454609306e+18,Sadness
1.610128733507326e+18,Happiness
1.610281288459555e+18,Sadness
1.618988065569247e+18,Sadness
1.646079207393378e+18,Happiness
1.61657978741762e+18,Sadness
1.640906533830795e+18,Surprise
1.607776026188472e+18,Anger
1.624819361180688e+18,Happiness
1.631669948169744e+18,Sadness
1.606753430671852e+18,Surprise
1.612793373034942e+18,Fear
1.611493283993375e+18,Fear
1.64463592649522e+18,Surprise
1.606853081484136e+18,Disgust
1.618938631376507e+18,Surprise
1.607819331773112e+18,Happiness
1.621018056528118e+18,Sadness
1.593917462604644e+18,Happiness
1.623555134444929e+18,Happiness
1.606757600493994e+18,Sadness
1.644769978699203e+18,Anger
1.644766178718659e+18,Sadness
1.656090516612698e+18,Sadness
1.609626137361281e+18,Sadness
1.608394717342966e+18,Surprise
1.609285700129784e+18,Happiness
1.614406952112763e+18,Surprise
1.629129306902262e+18,Surprise
1.630589786049184e+18,Sadness
1.607028407732167e+18,Sadness
1.624174801978814e+18,Surprise
1.590692891889848e+18,Happiness
1.66124550885648e+18,Happiness
1.607729260667585e+18,Sadness
1.618156141552501e+18,Surprise
1.624709504532206e+18,Sadness
1.606369223025967e+18,Anger
1.647802687122022e+18,Anger
1.624177562204381e+18,Anger
1.627440852216738e+18,Surprise
1.612506398113292e+18,Happiness
1.606448203943088e+18,Happiness
1.645107891219702e+18,Sadness
1.644750901708485e+18,Sadness
1.64476108390597e+18,Happiness
1.609433290230096e+18,Anger
1.606277222112891e+18,Anger
1.609270145897173e+18,Sadness
1.614255834284069e+18,Surprise
1.605445879250489e+18,Sadness
1.610985986250375e+18,Sadness
1.611506372255818e+18,Anger
1.606268888487846e+18,Happiness
1.607074514919371e+18,Anger
1.621839573054538e+18,Anger
1.624043712408916e+18,Happiness
1.605579999129375e+18,Sadness
1.619922647399432e+18,Happiness
1.610981105523466e+18,Surprise
1.607378830615798e+18,Sadness
1.617780536436576e+18,Surprise
1.649957335958274e+18,Anger
1.581615651692564e+18,Happiness
1.609165908152553e+18,Anger
1.644692129967423e+18,Happiness
1.645356992133825e+18,Happiness
1.611394356065305e+18,Anger
1.607048698965492e+18,Anger
1.618719128419963e+18,Happiness
1.614544768494698e+18,Anger
1.623660126887629e+18,Surprise
1.582044058926531e+18,Surprise
1.609666961666986e+18,Sadness
1.572614537118945e+18,Happiness
1.607358984268444e+18,Surprise
1.619577391176897e+18,Happiness
1.60889396433324e+18,Surprise
1.608796633525019e+18,Surprise
1.644576257215017e+18,Sadness
1.580137443483087e+18,Anger
1.607285061451395e+18,Fear
1.6206564155003e+18,Fear
1.634707468721717e+18,Fear
1.606702855976526e+18,Happiness
1.605729700260614e+18,Happiness
1.606581826457412e+18,Sadness
1.606754170056352e+18,Happiness
1.607139857545179e+18,Surprise
1.606751212321268e+18,Happiness
1.606336144987259e+18,Happiness
1.60734609231564e+18,Fear
1.606844315329855e+18,Happiness
1.644566784291242e+18,Happiness
1.619645047657595e+18,Sadness
1.645876340942336e+18,Anger
1.62389733124146e+18,Surprise
1.624174673872187e+18,Surprise
1.606423600713679e+18,Sadness
1.606066682383856e+18,Happiness
1.605107235234816e+18,Disgust
1.607481127224373e+18,Happiness
1.623610425941144e+18,Disgust
1.606008517290099e+18,Anger
1.608967739544326e+18,Happiness
1.612883070339928e+18,Sadness
1.634186810678211e+18,Happiness
1.60668852345684e+18,Surprise
1.659513309782065e+18,Happiness
1.607882015302615e+18,Surprise
1.645248537070821e+18,Sadness
1.650715098443284e+18,Happiness
1.631311384603492e+18,Disgust
1.624499917652632e+18,Anger
1.645117874338427e+18,Surprise
1.607376627909988e+18,Sadness
1.607040937020068e+18,Sadness
1.624174637859983e+18,Surprise
1.607931147908178e+18,Anger
1.644420572657381e+18,Sadness
1.607337451441328e+18,Anger
1.644420496744673e+18,Sadness
1.632258185930367e+18,Surprise
1.611317571600503e+18,Sadness
1.609547209149743e+18,Anger
1.608446280354914e+18,Happiness
1.606201618277405e+18,Sadness
1.602046464792097e+18,Happiness
1.580533826765619e+18,Happiness
1.607124509966107e+18,Sadness
1.620109919851786e+18,Surprise
1.578032021422555e+18,Surprise
1.606220495463977e+18,Disgust
1.644747632722731e+18,Sadness
1.607269500642284e+18,Surprise
1.607495924455989e+18,Surprise
1.644837141346767e+18,Fear
1.644743710331085e+18,Anger
1.6443909257564e+18,Sadness
1.644385467524084e+18,Anger
1.573663405302579e+18,Sadness
1.577012862870245e+18,Sadness
1.607819686623994e+18,Sadness
1.606004325368504e+18,Surprise
1.57374192864605e+18,Sadness
1.644884231578087e+18,Sadness
1.606359284907799e+18,Sadness
1.644381391675613e+18,Sadness
1.642402500748759e+18,Sadness
1.611975104782807e+18,Sadness
1.606950168863334e+18,Happiness
1.619922560468283e+18,Sadness
1.61992259793179e+18,Sadness
1.606016016839868e+18,Happiness
1.606331624513307e+18,Surprise
1.576615117176726e+18,Happiness
1.606200577389642e+18,Anger
1.606399027762803e+18,Happiness
1.611313234732274e+18,Sadness
1.610486434317894e+18,Happiness
1.608412051743085e+18,Anger
1.630723841298399e+18,Sadness
1.606201181344145e+18,Anger
1.615308694685901e+18,Sadness
1.609891356973109e+18,Happiness
1.644570021929288e+18,Happiness
1.614529976975475e+18,Sadness
1.606211446433403e+18,Anger
1.607293983398547e+18,Happiness
1.610982720179503e+18,Surprise
1.613504555072852e+18,Sadness
1.615410379273953e+18,Happiness
1.61222275660687e+18,Sadness
1.620310254226674e+18,Sadness
1.619395106314031e+18,Happiness
1.60912177402477e+18,Happiness
1.609647705831113e+18,Disgust
1.608008302339695e+18,Surprise
1.606757026407023e+18,Anger
1.608735721615163e+18,Anger
1.608852727106523e+18,Anger
1.611363841442566e+18,Sadness
1.637636297790743e+18,Happiness
1.644739626953736e+18,Anger
1.606991379200082e+18,Sadness
1.605973421199831e+18,Surprise
1.619557568501928e+18,Surprise
1.609347502725005e+18,Surprise
1.616751613238022e+18,Surprise
1.60737498187656e+18,Anger
1.606753390150975e+18,Surprise
1.637833277707829e+18,Anger
1.615614347581231e+18,Surprise
1.606000590953144e+18,Anger
1.616425438129148e+18,Surprise
1.612915973685649e+18,Sadness
1.612485410118316e+18,Sadness
1.60901121254033e+18,Surprise
1.606599567092457e+18,Sadness
1.627440799335043e+18,Surprise
1.608481129019109e+18,Anger
1.607049006839988e+18,Surprise
1.60651120820668e+18,Surprise
1.632337955397288e+18,Sadness
1.606084390013981e+18,Surprise
1.607012718116061e+18,Surprise
1.644496149590491e+18,Surprise
1.64442944066594e+18,Sadness
1.644758597253972e+18,Sadness
1.609959163710276e+18,Anger
1.607830275580363e+18,Anger
1.607653698687361e+18,Anger
1.660872675831566e+18,Sadness
1.617269749150372e+18,Sadness
1.606255061369242e+18,Happiness
1.611967673159631e+18,Sadness
1.606645592276492e+18,Sadness
1.644496993610236e+18,Surprise
1.57598491984667e+18,Surprise
1.645512707993469e+18,Happiness
1.606205021623681e+18,Sadness
1.626510124599869e+18,Sadness
1.641772771926475e+18,Anger
1.608618707210887e+18,Sadness
1.610222246588748e+18,Anger
1.576866429625696e+18,Surprise
1.607867230213276e+18,Surprise
1.61435584877967e+18,Happiness
1.626594084021486e+18,Sadness
1.60746939246338e+18,Surprise
1.606198098161635e+18,Anger
1.620232564672991e+18,Anger
1.604038674370466e+18,Happiness
1.606688491332674e+18,Anger
1.61487322929811e+18,Anger
1.620099712274825e+18,Sadness
1.607697088481223e+18,Sadness
1.60648364836599e+18,Surprise
1.606559317549027e+18,Sadness
1.608897454614905e+18,Anger
1.611422060751819e+18,Happiness
1.644797059369779e+18,Sadness
1.64292104899883e+18,Sadness
1.642595053322265e+18,Anger
1.632479028765663e+18,Sadness
1.607491488350347e+18,Surprise
1.606732792498459e+18,Anger
1.607441185009996e+18,Surprise
1.607036223788392e+18,Anger
1.608060538139054e+18,Anger
1.608332055938572e+18,Anger
1.607378491799904e+18,Surprise
1.646684615254344e+18,Surprise
1.624765449782043e+18,Happiness
1.607323073031868e+18,Sadness
1.638803040177103e+18,Disgust
1.611429760575603e+18,Sadness
1.60765721690284e+18,Happiness
1.616807476367872e+18,Surprise
1.612366170526458e+18,Sadness
1.576601439572402e+18,Fear
1.606421247784518e+18,Sadness
1.6063147343529e+18,Sadness
1.616887046936592e+18,Anger
1.606253300805825e+18,Happiness
1.637603404074701e+18,Happiness
1.580150680307704e+18,Surprise
1.644743080363414e+18,Sadness
1.606374060748902e+18,Sadness
1.607045951532704e+18,Anger
1.644589239760478e+18,Anger
1.608518159564419e+18,Other
1.609800554871415e+18,Sadness
1.605268818820997e+18,Happiness
1.580153772625404e+18,Anger
1.607830660827472e+18,Surprise
1.633940395993481e+18,Sadness
1.608562783876166e+18,Anger
1.622820210691682e+18,Happiness
1.607973689479336e+18,Anger
1.617498361027863e+18,Surprise
1.609621967417774e+18,Surprise
1.623625108806898e+18,Surprise
1.615772868557554e+18,Sadness
1.639102118647988e+18,Sadness
1.620813134654235e+18,Sadness
1.616005558691312e+18,Sadness
1.61642505318001e+18,Happiness
1.608008322787021e+18,Happiness
1.57741478816632e+18,Surprise
1.607752510546104e+18,Surprise
1.608856250477076e+18,Fear
1.618687834768163e+18,Happiness
1.577343024857858e+18,Sadness
1.608751419947114e+18,Surprise
1.606192455363224e+18,Surprise
1.609785153362235e+18,Happiness
1.604707634267165e+18,Happiness
1.610640730695041e+18,Sadness
1.60865164018962e+18,Sadness
1.606760961829896e+18,Sadness
1.611739429097583e+18,Surprise
1.611706150562537e+18,Surprise
1.60782625327668e+18,Happiness
1.592768316602716e+18,Happiness
1.606021002324021e+18,Sadness
1.644792648064987e+18,Happiness
1.616742927060898e+18,Happiness
1.646478586830791e+18,Sadness
1.644641055420154e+18,Happiness
1.614353195500806e+18,Happiness
1.612110692290814e+18,Happiness
1.616478339761308e+18,Happiness
1.616929704199737e+18,Happiness
1.606558666060141e+18,Happiness
1.613104464180949e+18,Happiness
1.607976157474951e+18,Sadness
1.612110653942268e+18,Happiness
1.596435024680989e+18,Anger
